åŸópé“ïÒèV,,,,,,,,,,,,(íPà :10â≠â~ÅA%)
Compensation of Employees,,,,,,,,,,,,"(Billion Yen, %)"
,ñºñ⁄,,,,é¿éø(2020óÔîNòAçΩâøäiÅAâ∆åvç≈èIè¡îÔéxèoÅièúÇ≠éùÇøâ∆ÇÃãAëÆâ∆í¿ãyÇ—FISIMÅjÉfÉtÉåÅ[É^Å[Ç≈é¿éøâª),,,,é¿éø(2020óÔîNòAçΩâøäiÅAâ∆åvç≈èIè¡îÔéxèoÉfÉtÉåÅ[É^Å[Ç≈é¿éøâª),,,
2001/ 1- 3.,"57,972.6 ",1.5 ,"272,291.2 ",0.2 ,"56,768.7 ",2.5 ,"265,094.0 ",0.2 ,"55,861.4 ",2.5 ,"261,107.7 ",0.4 
4- 6.,"68,063.1 ",0.3 ,"268,807.5 ",-1.3 ,"66,523.9 ",1.7 ,"263,519.0 ",-0.6 ,"65,488.5 ",1.7 ,"259,284.7 ",-0.7 
7- 9.,"64,432.8 ",-1.8 ,"265,962.2 ",-1.1 ,"63,588.3 ",-0.3 ,"262,061.6 ",-0.6 ,"62,500.0 ",-0.3 ,"257,654.5 ",-0.6 
10-12.,"76,139.0 ",-4.0 ,"261,649.6 ",-1.6 ,"75,128.9 ",-2.3 ,"259,314.0 ",-1.0 ,"73,858.5 ",-2.4 ,"254,718.1 ",-1.1 
2002/ 1- 3.,"55,976.4 ",-3.4 ,"262,458.5 ",0.3 ,"55,999.5 ",-1.4 ,"261,139.8 ",0.7 ,"54,919.8 ",-1.7 ,"256,349.2 ",0.6 
4- 6.,"65,058.5 ",-4.4 ,"255,540.6 ",-2.6 ,"64,695.5 ",-2.7 ,"254,873.6 ",-2.4 ,"63,528.4 ",-3.0 ,"250,157.2 ",-2.4 
7- 9.,"62,100.3 ",-3.6 ,"257,553.8 ",0.8 ,"62,280.0 ",-2.1 ,"257,862.0 ",1.2 ,"61,055.3 ",-2.3 ,"252,864.0 ",1.1 
10-12.,"74,301.6 ",-2.4 ,"255,305.9 ",-0.9 ,"74,286.8 ",-1.1 ,"256,307.3 ",-0.6 ,"72,873.9 ",-1.3 ,"251,225.5 ",-0.6 
2003/ 1- 3.,"55,266.3 ",-1.3 ,"259,706.2 ",1.7 ,"55,948.5 ",-0.1 ,"261,530.8 ",2.0 ,"54,775.2 ",-0.3 ,"256,295.9 ",2.0 
4- 6.,"65,423.4 ",0.6 ,"255,261.8 ",-1.7 ,"65,889.6 ",1.8 ,"257,826.8 ",-1.4 ,"64,576.1 ",1.6 ,"252,565.2 ",-1.5 
7- 9.,"60,496.5 ",-2.6 ,"252,428.9 ",-1.1 ,"61,308.3 ",-1.6 ,"255,365.1 ",-1.0 ,"60,041.6 ",-1.7 ,"250,159.8 ",-1.0 
10-12.,"73,997.4 ",-0.4 ,"253,681.3 ",0.5 ,"74,824.1 ",0.7 ,"257,639.2 ",0.9 ,"73,318.5 ",0.6 ,"252,239.1 ",0.8 
2004/ 1- 3.,"53,818.0 ",-2.6 ,"254,500.2 ",0.3 ,"54,950.4 ",-1.8 ,"258,888.9 ",0.5 ,"53,746.7 ",-1.9 ,"253,404.1 ",0.5 
4- 6.,"66,225.0 ",1.2 ,"256,705.1 ",0.9 ,"67,189.6 ",2.0 ,"261,029.2 ",0.8 ,"65,792.6 ",1.9 ,"255,506.8 ",0.8 
7- 9.,"61,303.9 ",1.3 ,"257,229.8 ",0.2 ,"62,543.0 ",2.0 ,"262,157.7 ",0.4 ,"61,199.8 ",1.9 ,"256,559.3 ",0.4 
10-12.,"75,246.4 ",1.7 ,"257,193.7 ",-0.0 ,"76,243.8 ",1.9 ,"261,809.4 ",-0.1 ,"74,739.8 ",1.9 ,"256,416.1 ",-0.1 
2005/ 1- 3.,"54,305.3 ",0.9 ,"258,033.3 ",0.3 ,"55,758.8 ",1.5 ,"263,412.4 ",0.6 ,"54,607.2 ",1.6 ,"258,274.8 ",0.7 
4- 6.,"67,488.4 ",1.9 ,"260,199.2 ",0.8 ,"68,891.8 ",2.5 ,"266,164.1 ",1.0 ,"67,630.9 ",2.8 ,"261,187.7 ",1.1 
7- 9.,"62,119.4 ",1.3 ,"261,956.1 ",0.7 ,"63,756.3 ",1.9 ,"268,795.0 ",1.0 ,"62,578.3 ",2.3 ,"263,817.4 ",1.0 
10-12.,"77,413.3 ",2.9 ,"263,948.5 ",0.8 ,"79,086.9 ",3.7 ,"270,875.5 ",0.8 ,"77,688.9 ",3.9 ,"265,864.4 ",0.8 
2006/ 1- 3.,"55,401.8 ",2.0 ,"264,056.4 ",0.0 ,"57,062.9 ",2.3 ,"270,119.5 ",-0.3 ,"55,949.5 ",2.5 ,"265,213.6 ",-0.2 
4- 6.,"69,122.9 ",2.4 ,"265,522.4 ",0.6 ,"70,729.6 ",2.7 ,"272,377.7 ",0.8 ,"69,376.4 ",2.6 ,"267,049.7 ",0.7 
7- 9.,"62,962.3 ",1.4 ,"266,462.7 ",0.4 ,"64,437.7 ",1.1 ,"272,842.9 ",0.2 ,"63,200.6 ",1.0 ,"267,557.2 ",0.2 
10-12.,"78,651.1 ",1.6 ,"268,033.2 ",0.6 ,"80,455.1 ",1.7 ,"275,269.5 ",0.9 ,"78,914.7 ",1.6 ,"269,788.4 ",0.8 
2007/ 1- 3.,"56,004.4 ",1.1 ,"266,727.7 ",-0.5 ,"58,126.6 ",1.9 ,"274,832.5 ",-0.2 ,"56,851.2 ",1.6 ,"269,185.4 ",-0.2 
4- 6.,"69,896.6 ",1.1 ,"268,209.7 ",0.6 ,"71,838.1 ",1.6 ,"276,488.7 ",0.6 ,"70,375.6 ",1.4 ,"270,714.4 ",0.6 
7- 9.,"63,077.6 ",0.2 ,"267,295.7 ",-0.3 ,"64,975.6 ",0.8 ,"275,624.9 ",-0.3 ,"63,636.5 ",0.7 ,"269,876.0 ",-0.3 
10-12.,"78,715.7 ",0.1 ,"268,771.9 ",0.6 ,"80,484.9 ",0.0 ,"275,654.3 ",0.0 ,"78,966.9 ",0.1 ,"270,304.7 ",0.2 
2008/ 1- 3.,"56,681.2 ",1.2 ,"268,735.3 ",-0.0 ,"58,345.7 ",0.4 ,"274,999.9 ",-0.2 ,"57,181.0 ",0.6 ,"269,823.9 ",-0.2 
4- 6.,"70,448.6 ",0.8 ,"270,653.5 ",0.7 ,"71,597.0 ",-0.3 ,"275,926.7 ",0.3 ,"70,360.5 ",-0.0 ,"270,983.4 ",0.4 
7- 9.,"63,237.9 ",0.3 ,"267,657.1 ",-1.1 ,"64,057.9 ",-1.4 ,"271,702.0 ",-1.5 ,"63,003.4 ",-1.0 ,"267,109.5 ",-1.4 
10-12.,"77,601.3 ",-1.4 ,"266,114.8 ",-0.6 ,"79,208.5 ",-1.6 ,"272,073.3 ",0.1 ,"77,871.5 ",-1.4 ,"267,413.8 ",0.1 
2009/ 1- 3.,"55,404.7 ",-2.3 ,"260,844.3 ",-2.0 ,"58,001.4 ",-0.6 ,"271,309.9 ",-0.3 ,"56,811.7 ",-0.6 ,"266,085.0 ",-0.5 
4- 6.,"65,872.4 ",-6.5 ,"253,692.2 ",-2.7 ,"68,216.8 ",-4.7 ,"263,532.3 ",-2.9 ,"67,032.0 ",-4.7 ,"258,794.0 ",-2.7 
7- 9.,"60,157.5 ",-4.9 ,"253,967.9 ",0.1 ,"62,884.9 ",-1.8 ,"266,143.8 ",1.0 ,"61,761.7 ",-2.0 ,"261,254.9 ",1.0 
10-12.,"73,360.9 ",-5.5 ,"252,911.5 ",-0.4 ,"77,077.8 ",-2.7 ,"265,758.3 ",-0.1 ,"75,702.3 ",-2.8 ,"261,015.7 ",-0.1 
2010/ 1- 3.,"54,316.3 ",-2.0 ,"254,039.1 ",0.4 ,"57,575.4 ",-0.7 ,"267,510.2 ",0.7 ,"56,508.8 ",-0.5 ,"262,886.4 ",0.7 
4- 6.,"65,530.3 ",-0.5 ,"252,704.9 ",-0.5 ,"68,822.5 ",0.9 ,"266,494.5 ",-0.4 ,"67,725.5 ",1.0 ,"262,023.3 ",-0.3 
7- 9.,"59,910.2 ",-0.4 ,"252,476.6 ",-0.1 ,"63,783.5 ",1.4 ,"269,482.9 ",1.1 ,"62,655.7 ",1.4 ,"264,587.7 ",1.0 
10-12.,"72,547.3 ",-1.1 ,"251,210.5 ",-0.5 ,"76,993.2 ",-0.1 ,"266,393.8 ",-1.1 ,"75,721.4 ",0.0 ,"262,053.4 ",-1.0 
2011/ 1- 3.,"54,251.6 ",-0.1 ,"252,665.5 ",0.6 ,"57,802.8 ",0.4 ,"267,691.8 ",0.5 ,"56,845.7 ",0.6 ,"263,550.9 ",0.6 
4- 6.,"65,681.1 ",0.2 ,"253,188.1 ",0.2 ,"69,462.4 ",0.9 ,"268,913.4 ",0.5 ,"68,460.8 ",1.1 ,"264,800.5 ",0.5 
7- 9.,"59,801.3 ",-0.2 ,"251,982.0 ",-0.5 ,"63,553.6 ",-0.4 ,"268,133.8 ",-0.3 ,"62,631.7 ",-0.0 ,"264,173.7 ",-0.2 
10-12.,"72,998.2 ",0.6 ,"253,309.6 ",0.5 ,"77,485.5 ",0.6 ,"268,803.6 ",0.2 ,"76,429.9 ",0.9 ,"265,181.5 ",0.4 
2012/ 1- 3.,"54,679.8 ",0.8 ,"254,376.4 ",0.4 ,"58,173.1 ",0.6 ,"269,771.5 ",0.4 ,"57,399.2 ",1.0 ,"266,344.4 ",0.4 
4- 6.,"65,550.8 ",-0.2 ,"252,389.7 ",-0.8 ,"69,459.3 ",-0.0 ,"268,368.4 ",-0.5 ,"68,651.6 ",0.3 ,"265,056.7 ",-0.5 
7- 9.,"60,061.8 ",0.4 ,"253,113.2 ",0.3 ,"64,380.7 ",1.3 ,"271,448.3 ",1.1 ,"63,556.3 ",1.5 ,"267,938.7 ",1.1 
10-12.,"72,586.3 ",-0.6 ,"252,015.0 ",-0.4 ,"77,410.9 ",-0.1 ,"268,966.1 ",-0.9 ,"76,543.2 ",0.1 ,"265,937.0 ",-0.7 
2013/ 1- 3.,"54,457.4 ",-0.4 ,"253,582.7 ",0.6 ,"58,355.5 ",0.3 ,"270,507.8 ",0.6 ,"57,698.7 ",0.5 ,"267,692.1 ",0.7 
4- 6.,"66,363.3 ",1.2 ,"255,251.9 ",0.7 ,"70,626.6 ",1.7 ,"272,320.9 ",0.7 ,"69,977.8 ",1.9 ,"269,677.9 ",0.7 
7- 9.,"60,217.0 ",0.3 ,"253,809.6 ",-0.6 ,"64,047.0 ",-0.5 ,"270,064.1 ",-0.8 ,"63,508.4 ",-0.1 ,"267,762.4 ",-0.7 
10-12.,"73,604.5 ",1.4 ,"255,404.3 ",0.6 ,"77,633.2 ",0.3 ,"269,928.2 ",-0.1 ,"77,141.5 ",0.8 ,"268,154.8 ",0.1 
2014/ 1- 3.,"54,849.9 ",0.7 ,"255,738.5 ",0.1 ,"58,031.6 ",-0.6 ,"269,260.3 ",-0.2 ,"57,671.8 ",-0.0 ,"267,835.2 ",-0.1 
4- 6.,"67,376.3 ",1.5 ,"259,220.7 ",1.4 ,"69,082.2 ",-2.2 ,"266,302.6 ",-1.1 ,"69,113.3 ",-1.2 ,"266,281.2 ",-0.6 
7- 9.,"61,726.5 ",2.5 ,"259,918.7 ",0.3 ,"63,448.8 ",-0.9 ,"267,248.4 ",0.4 ,"63,469.8 ",-0.1 ,"267,307.7 ",0.4 
10-12.,"74,903.3 ",1.8 ,"259,828.1 ",-0.0 ,"76,805.4 ",-1.1 ,"267,174.2 ",-0.0 ,"76,882.0 ",-0.3 ,"267,350.8 ",0.0 
2015/ 1- 3.,"55,718.8 ",1.6 ,"259,933.8 ",0.0 ,"57,619.2 ",-0.7 ,"267,371.2 ",0.1 ,"57,610.3 ",-0.1 ,"267,600.2 ",0.1 
4- 6.,"67,558.4 ",0.3 ,"260,188.1 ",0.1 ,"68,983.4 ",-0.1 ,"266,191.6 ",-0.4 ,"69,126.2 ",0.0 ,"266,630.7 ",-0.4 
7- 9.,"62,276.4 ",0.9 ,"261,940.3 ",0.7 ,"63,858.3 ",0.6 ,"268,531.8 ",0.9 ,"63,947.7 ",0.8 ,"268,909.4 ",0.9 
10-12.,"75,831.0 ",1.2 ,"262,978.6 ",0.4 ,"77,546.6 ",1.0 ,"269,885.5 ",0.5 ,"77,703.2 ",1.1 ,"270,272.9 ",0.5 
2016/ 1- 3.,"56,828.8 ",2.0 ,"265,228.9 ",0.9 ,"58,847.6 ",2.1 ,"273,549.0 ",1.4 ,"58,860.7 ",2.2 ,"273,809.1 ",1.3 
4- 6.,"68,858.2 ",1.9 ,"265,358.6 ",0.0 ,"70,617.1 ",2.4 ,"272,752.7 ",-0.3 ,"70,733.8 ",2.3 ,"273,084.8 ",-0.3 
7- 9.,"63,601.1 ",2.1 ,"267,373.2 ",0.8 ,"65,630.5 ",2.8 ,"275,459.0 ",1.0 ,"65,686.4 ",2.7 ,"275,775.1 ",1.0 
10-12.,"77,637.7 ",2.4 ,"269,070.1 ",0.6 ,"79,379.5 ",2.4 ,"276,310.2 ",0.3 ,"79,559.7 ",2.4 ,"276,728.7 ",0.3 
2017/ 1- 3.,"57,563.4 ",1.3 ,"269,081.1 ",0.0 ,"59,343.7 ",0.8 ,"275,901.3 ",-0.1 ,"59,390.3 ",0.9 ,"276,386.3 ",-0.1 
4- 6.,"69,976.5 ",1.6 ,"269,373.6 ",0.1 ,"71,522.2 ",1.3 ,"276,022.8 ",0.0 ,"71,664.8 ",1.3 ,"276,441.4 ",0.0 
7- 9.,"64,670.8 ",1.7 ,"272,096.5 ",1.0 ,"66,370.1 ",1.1 ,"278,585.4 ",0.9 ,"66,450.2 ",1.2 ,"279,045.0 ",0.9 
10-12.,"78,789.7 ",1.5 ,"272,818.3 ",0.3 ,"80,027.5 ",0.8 ,"278,382.8 ",-0.1 ,"80,295.1 ",0.9 ,"279,097.5 ",0.0 
2018/ 1- 3.,"59,073.4 ",2.6 ,"276,751.1 ",1.4 ,"60,187.4 ",1.4 ,"280,641.7 ",0.8 ,"60,404.1 ",1.7 ,"281,888.8 ",1.0 
4- 6.,"72,832.6 ",4.1 ,"279,766.5 ",1.1 ,"74,038.5 ",3.5 ,"284,972.2 ",1.5 ,"74,256.7 ",3.6 ,"285,706.4 ",1.4 
7- 9.,"66,518.6 ",2.9 ,"280,390.5 ",0.2 ,"67,595.0 ",1.8 ,"284,230.2 ",-0.3 ,"67,770.0 ",2.0 ,"285,095.2 ",-0.2 
10-12.,"81,481.0 ",3.4 ,"281,828.6 ",0.5 ,"82,145.5 ",2.6 ,"285,422.9 ",0.4 ,"82,447.7 ",2.7 ,"286,243.3 ",0.4 
2019/ 1- 3.,"59,925.0 ",1.4 ,"281,186.1 ",-0.2 ,"60,846.7 ",1.1 ,"284,335.7 ",-0.4 ,"60,939.2 ",0.9 ,"284,977.8 ",-0.4 
4- 6.,"74,264.7 ",2.0 ,"284,829.1 ",1.3 ,"74,911.3 ",1.2 ,"287,675.8 ",1.2 ,"75,025.5 ",1.0 ,"288,058.4 ",1.1 
7- 9.,"67,588.1 ",1.6 ,"285,173.3 ",0.1 ,"68,388.4 ",1.2 ,"287,947.8 ",0.1 ,"68,385.3 ",0.9 ,"288,055.1 ",-0.0 
10-12.,"83,111.9 ",2.0 ,"287,523.2 ",0.8 ,"82,769.5 ",0.8 ,"287,588.8 ",-0.1 ,"82,908.5 ",0.6 ,"287,818.3 ",-0.1 
2020/ 1- 3.,"61,090.7 ",1.9 ,"286,590.9 ",-0.3 ,"61,147.8 ",0.5 ,"286,191.3 ",-0.5 ,"61,119.8 ",0.3 ,"286,179.4 ",-0.6 
4- 6.,"72,372.7 ",-2.5 ,"277,432.7 ",-3.2 ,"72,309.4 ",-3.5 ,"277,346.5 ",-3.1 ,"72,356.4 ",-3.6 ,"277,502.8 ",-3.0 
7- 9.,"66,245.3 ",-2.0 ,"279,521.8 ",0.8 ,"66,357.9 ",-3.0 ,"279,538.2 ",0.8 ,"66,350.0 ",-3.0 ,"279,606.7 ",0.8 
10-12.,"81,405.6 ",-2.1 ,"281,891.2 ",0.8 ,"81,262.7 ",-1.8 ,"282,606.4 ",1.1 ,"81,261.5 ",-2.0 ,"282,351.5 ",1.0 
2021/ 1- 3.,"61,442.7 ",0.6 ,"288,078.8 ",2.2 ,"61,543.1 ",0.6 ,"287,310.7 ",1.7 ,"61,433.1 ",0.5 ,"287,035.9 ",1.7 
4- 6.,"74,738.6 ",3.3 ,"286,292.1 ",-0.6 ,"74,222.6 ",2.6 ,"284,691.5 ",-0.9 ,"74,177.8 ",2.5 ,"284,454.8 ",-0.9 
7- 9.,"68,337.5 ",3.2 ,"288,322.0 ",0.7 ,"67,721.0 ",2.1 ,"285,215.6 ",0.2 ,"67,623.7 ",1.9 ,"284,916.4 ",0.2 
10-12.,"83,166.6 ",2.2 ,"288,296.2 ",-0.0 ,"81,609.6 ",0.4 ,"284,144.9 ",-0.4 ,"81,559.7 ",0.4 ,"283,718.9 ",-0.4 
2022/ 1- 3.,"62,689.6 ",2.0 ,"294,026.6 ",2.0 ,"61,222.8 ",-0.5 ,"285,786.2 ",0.6 ,"61,154.5 ",-0.5 ,"285,730.8 ",0.7 
4- 6.,"76,683.3 ",2.6 ,"293,162.6 ",-0.3 ,"73,721.9 ",-0.7 ,"282,410.8 ",-1.2 ,"73,786.2 ",-0.5 ,"282,546.3 ",-1.1 
7- 9.,"70,025.4 ",2.5 ,"295,779.8 ",0.9 ,"66,963.4 ",-1.1 ,"282,264.4 ",-0.1 ,"67,003.8 ",-0.9 ,"282,549.5 ",0.0 
10-12.,"86,049.0 ",3.5 ,"298,253.4 ",0.8 ,"80,723.3 ",-1.1 ,"281,031.2 ",-0.4 ,"80,960.7 ",-0.7 ,"281,635.3 ",-0.3 
2023/ 1- 3.,"63,710.3 ",1.6 ,"299,447.3 ",0.4 ,"59,844.6 ",-2.3 ,"279,966.5 ",-0.4 ,"59,942.2 ",-2.0 ,"280,667.8 ",-0.3 
4- 6.,"78,726.9 ",2.7 ,"300,049.2 ",0.2 ,"72,923.6 ",-1.1 ,"278,555.5 ",-0.5 ,"73,199.8 ",-0.8 ,"279,483.5 ",-0.4 
7- 9.,"70,983.9 ",1.4 ,"300,412.9 ",0.1 ,"65,280.9 ",-2.5 ,"275,688.1 ",-1.0 ,"65,545.4 ",-2.2 ,"276,920.4 ",-0.9 
10-12.,"87,125.9 ",1.3 ,"301,730.7 ",0.4 ,"79,012.2 ",-2.1 ,"274,813.4 ",-0.3 ,"79,486.3 ",-1.8 ,"276,255.9 ",-0.2 
2024/ 1- 3.,"64,850.1 ",1.8 ,"305,735.7 ",1.3 ,"59,161.0 ",-1.1 ,"277,863.5 ",1.1 ,"59,417.7 ",-0.9 ,"279,271.9 ",1.1 
4- 6.,"81,487.6 ",3.5 ,"309,585.4 ",1.3 ,"73,290.6 ",0.5 ,"279,164.7 ",0.5 ,"73,750.6 ",0.8 ,"280,769.4 ",0.5 
7- 9.,"73,795.3 ",4.0 ,"312,971.7 ",1.1 ,"66,118.9 ",1.3 ,"279,909.5 ",0.3 ,"66,544.6 ",1.5 ,"281,808.9 ",0.4 
10-12.,"91,529.9 ",5.1 ,"316,580.6 ",1.2 ,"80,874.9 ",2.4 ,"280,891.4 ",0.4 ,"81,543.5 ",2.6 ,"283,008.4 ",0.4 
2025/ 1- 3.,"67,360.4 ",3.9 ,"318,534.8 ",0.6 ,"59,337.0 ",0.3 ,"279,075.3 ",-0.6 ,"59,814.8 ",0.7 ,"281,606.0 ",-0.5 
4- 6.,"84,716.3 ",4.0 ,"321,044.3 ",0.8 ,"73,612.8 ",0.4 ,"279,734.1 ",0.2 ,"74,335.4 ",0.8 ,"282,317.6 ",0.3 
7- 9.,"76,301.6 ",3.4 ,"323,988.7 ",0.9 ,"66,245.2 ",0.2 ,"280,872.8 ",0.4 ,"66,842.8 ",0.4 ,"283,484.7 ",0.4 
10-12.,"94,714.5 ",3.5 ,"327,375.0 ",1.0 ,"81,338.2 ",0.6 ,"282,310.2 ",0.5 ,"82,143.6 ",0.7 ,"284,903.1 ",0.5 
2026/ 1- 3.,"69,743.1 ",3.5 ,"330,496.2 ",1.0 ,"60,200.6 ",1.5 ,"283,626.8 ",0.5 ,"60,684.7 ",1.5 ,"286,221.0 ",0.5 
4- 6.,"89,197.5 ",5.3 ,"337,499.9 ",2.1 ,"75,480.1 ",2.5 ,"286,370.5 ",1.0 ,"76,282.8 ",2.6 ,"289,272.9 ",1.1 
,,,,,,,,,,,,
(*) ëOîNìØä˙î‰Å@Year-over-Year Percent ChangeÅ@Å@(**) ëOä˙î‰Å@Quarter-to-Quarter Percent Change,,,,,,,,,,,,
